id,label
10299,0.001614
103,0.001588
1030,0.001600
10300,0.998374
10301,0.001589
10302,0.998336
10303,0.000195
10304,0.998377
10305,0.998396
10306,0.998412
10307,0.973750
10308,0.000314
10309,0.001598
1031,0.000174
10310,0.001578
10311,0.001595
10312,0.001559
10313,0.998396
10314,0.001601
10315,0.998387
10316,0.974018
10317,0.998428
10318,0.001592
10319,0.998278
1032,0.998387
10320,0.998410
10321,0.988958
10322,0.998390
10323,0.973048
10324,0.974509
10325,0.001565
10326,0.983248
10327,0.029363
10328,0.001590
10329,0.978958
1033,0.101362
10330,0.001599
10331,0.001603
10332,0.998383
10333,0.000167
10334,0.001616
10335,0.998406
10336,0.001529
10337,0.001574
10338,0.001548
10339,0.998357
1034,0.973767
10340,0.000172
10341,0.000171
10342,0.974410
10343,0.001618
10344,0.479807
10345,0.998431
10346,0.000170
10347,0.001566
10348,0.974017
10349,0.974215
1035,0.000208
10350,0.998347
10351,0.001530
10352,0.998454
10353,0.028683
10354,0.974890
10355,0.998367
10356,0.001629
10357,0.998056
10358,0.000168
10359,0.973935
1036,0.998378
10360,0.001623
10361,0.001599
10362,0.001587
10363,0.001512
10364,0.998384
10365,0.001577
10366,0.998406
10367,0.973661
10368,0.998380
10369,0.001593
1037,0.998401
10370,0.029721
10371,0.001602
10372,0.998390
10373,0.001607
10374,0.998403
10375,0.003713
10376,0.000174
10377,0.001586
10378,0.001596
10379,0.998409
1038,0.541930
10380,0.998380
10381,0.001616
10382,0.001636
10383,0.001593
10384,0.973256
10385,0.974087
10386,0.001627
10387,0.998364
10388,0.001617
10389,0.001568
1039,0.000169
10390,0.998435
10391,0.001560
10392,0.000171
10393,0.001601
10394,0.001641
10395,0.973336
10396,0.998454
10397,0.001613
10398,0.001608
10399,0.998411
104,0.001601
1040,0.998426
10400,0.998395
10401,0.001608
10402,0.001581
10403,0.998432
10404,0.001571
10405,0.001526
10406,0.998365
10407,0.000203
10408,0.001664
10409,0.998406
1041,0.001612
10410,0.000172
10411,0.027945
10412,0.001431
10413,0.001596
10414,0.973915
10415,0.998382
10416,0.000234
10417,0.001602
10418,0.001581
10419,0.986655
1042,0.973160
10420,0.975757
10421,0.974500
10422,0.486922
10423,0.000171
10424,0.028263
10425,0.998414
10426,0.001567
10427,0.998383
10428,0.029370
10429,0.998419
1043,0.001595
10430,0.001578
10431,0.001613
10432,0.998379
10433,0.974199
10434,0.973692
10435,0.000173
10436,0.998333
10437,0.000181
10438,0.998391
10439,0.001401
1044,0.975025
10440,0.001102
10441,0.000219
10442,0.998421
10443,0.974479
10444,0.973840
10445,0.982785
10446,0.974743
10447,0.998408
10448,0.998361
10449,0.998379
1045,0.001532
10450,0.001583
10451,0.001615
10452,0.001592
10453,0.998421
10454,0.001604
10455,0.000172
10456,0.998352
10457,0.000169
10458,0.998384
10459,0.001596
1046,0.001577
10460,0.001590
10461,0.001636
10462,0.973661
10463,0.001628
10464,0.998429
10465,0.998145
10466,0.998398
10467,0.001613
10468,0.001524
10469,0.001610
1047,0.001619
10470,0.001632
10471,0.001579
10472,0.000189
10473,0.998409
10474,0.973657
10475,0.000216
10476,0.998442
10477,0.001410
10478,0.998399
10479,0.543217
1048,0.998411
10480,0.001607
10481,0.001539
10482,0.001584
10483,0.001627
10484,0.028176
10485,0.029719
10486,0.001222
10487,0.998428
10488,0.998371
10489,0.001598
1049,0.001520
10490,0.974725
10491,0.001595
10492,0.998372
10493,0.001588
10494,0.998272
10495,0.001615
10496,0.998399
10497,0.998380
10498,0.001617
10499,0.998418
105,0.997496
1050,0.001468
10500,0.997972
10501,0.974404
10502,0.998395
10503,0.001601
10504,0.974503
10505,0.973715
10506,0.001602
10507,0.001586
10508,0.001565
10509,0.998469
1051,0.001548
10510,0.001528
10511,0.001566
10512,0.001627
10513,0.000832
10514,0.972960
10515,0.000171
10516,0.973920
10517,0.998397
10518,0.981882
10519,0.001598
1052,0.998407
10520,0.998389
10521,0.001587
10522,0.998414
10523,0.997656
10524,0.998392
10525,0.998301
10526,0.974279
10527,0.001549
10528,0.001567
10529,0.000439
1053,0.998407
10530,0.001606
10531,0.998395
10532,0.001600
10533,0.001580
10534,0.974219
10535,0.001708
10536,0.001596
10537,0.800560
10538,0.001584
10539,0.001574
1054,0.973922
10540,0.974900
10541,0.998342
10542,0.838720
10543,0.001628
10544,0.001632
10545,0.001008
10546,0.001623
10547,0.973634
10548,0.974358
10549,0.001622
1055,0.986024
10550,0.998427
10551,0.974652
10552,0.001592
10553,0.001615
10554,0.973953
10555,0.001626
10556,0.973634
10557,0.001655
10558,0.998444
10559,0.974019
1056,0.998421
10560,0.001606
10561,0.998395
10562,0.974555
10563,0.998427
10564,0.998410
10565,0.998420
10566,0.998424
10567,0.975107
10568,0.998434
10569,0.998413
1057,0.998469
10570,0.973266
10571,0.978253
10572,0.001599
10573,0.000725
10574,0.998406
10575,0.001630
10576,0.001614
10577,0.001579
10578,0.998381
10579,0.976103
1058,0.998342
10580,0.973513
10581,0.973756
10582,0.001599
10583,0.028192
10584,0.998359
10585,0.001616
10586,0.001623
10587,0.998380
10588,0.998407
10589,0.001555
1059,0.974313
10590,0.001595
10591,0.973213
10592,0.001676
10593,0.998419
10594,0.998383
10595,0.998436
10596,0.000178
10597,0.001568
10598,0.973864
10599,0.973923
106,0.998398
1060,0.001447
10600,0.998372
10601,0.002425
10602,0.974010
10603,0.001571
10604,0.001639
10605,0.028667
10606,0.995685
10607,0.001660
10608,0.974315
10609,0.998428
1061,0.001603
10610,0.998362
10611,0.001590
10612,0.997832
10613,0.001580
10614,0.001633
10615,0.001626
10616,0.974337
10617,0.000327
10618,0.001601
10619,0.001456
1062,0.000387
10620,0.973347
10621,0.001608
10622,0.998452
10623,0.001579
10624,0.000841
10625,0.973346
10626,0.001603
10627,0.000168
10628,0.001627
10629,0.998394
1063,0.001638
10630,0.000350
10631,0.000185
10632,0.998376
10633,0.998407
10634,0.001605
10635,0.001572
10636,0.998416
10637,0.001577
10638,0.001600
10639,0.974091
1064,0.001584
10640,0.998375
10641,0.974346
10642,0.998404
10643,0.000173
10644,0.998415
10645,0.998355
10646,0.998405
10647,0.001610
10648,0.998421
10649,0.000737
1065,0.001619
10650,0.001632
10651,0.031453
10652,0.001223
10653,0.000194
10654,0.001620
10655,0.000494
10656,0.998416
10657,0.000238
10658,0.974979
10659,0.996077
1066,0.974556
10660,0.001608
10661,0.998422
10662,0.962729
10663,0.998414
10664,0.001626
10665,0.000184
10666,0.973536
10667,0.998384
10668,0.001625
10669,0.001554
1067,0.998423
10670,0.001566
10671,0.001301
10672,0.000169
10673,0.973746
10674,0.001631
10675,0.001576
10676,0.001578
10677,0.001527
10678,0.001575
10679,0.001626
1068,0.998409
10680,0.998460
10681,0.001601
10682,0.001582
10683,0.974939
10684,0.998405
10685,0.001626
10686,0.000177
10687,0.001622
10688,0.973689
10689,0.998390
1069,0.001571
10690,0.001617
10691,0.001460
10692,0.974833
10693,0.001541
10694,0.001581
10695,0.992988
10696,0.998410
10697,0.998392
10698,0.001615
10699,0.984746
107,0.000169
1070,0.998408
10700,0.000167
10701,0.998390
10702,0.998404
10703,0.028593
10704,0.000175
10705,0.974023
10706,0.926717
10707,0.998382
10708,0.001586
10709,0.998421
1071,0.001609
10710,0.575859
10711,0.001606
10712,0.998447
10713,0.001566
10714,0.974198
10715,0.998462
10716,0.001624
10717,0.998384
10718,0.001585
10719,0.973448
1072,0.431416
10720,0.998358
10721,0.000810
10722,0.001634
10723,0.998452
10724,0.998399
10725,0.998392
10726,0.001587
10727,0.001640
10728,0.000170
10729,0.001534
1073,0.001568
10730,0.974512
10731,0.831343
10732,0.028574
10733,0.974665
10734,0.001574
10735,0.001629
10736,0.555483
10737,0.001609
10738,0.003166
10739,0.998419
1074,0.998377
10740,0.001610
10741,0.001604
10742,0.974616
10743,0.974308
10744,0.974216
10745,0.001561
10746,0.001682
10747,0.001619
10748,0.001648
10749,0.001572
1075,0.973946
10750,0.973716
10751,0.000174
10752,0.981481
10753,0.998395
10754,0.000170
10755,0.998435
10756,0.998348
10757,0.000174
10758,0.980096
10759,0.001616
1076,0.001593
10760,0.001581
10761,0.000170
10762,0.000256
10763,0.000174
10764,0.001601
10765,0.996639
10766,0.989298
10767,0.998374
10768,0.998389
10769,0.971579
1077,0.955413
10770,0.998408
10771,0.998386
10772,0.036305
10773,0.997602
10774,0.001609
10775,0.001628
10776,0.001623
10777,0.974284
10778,0.001592
10779,0.000168
1078,0.001601
10780,0.001587
10781,0.001587
10782,0.974775
10783,0.001558
10784,0.000166
10785,0.998396
10786,0.001565
10787,0.998377
10788,0.998380
10789,0.000709
1079,0.988681
10790,0.001613
10791,0.001574
10792,0.001598
10793,0.001587
10794,0.973820
10795,0.998366
10796,0.001553
10797,0.001596
10798,0.956617
10799,0.000187
108,0.001604
1080,0.998415
10800,0.001573
10801,0.974697
10802,0.000600
10803,0.001319
10804,0.974290
10805,0.028343
10806,0.998150
10807,0.001204
10808,0.584936
10809,0.001593
1081,0.986434
10810,0.001550
10811,0.970529
10812,0.001592
10813,0.001597
10814,0.001606
10815,0.478229
10816,0.001625
10817,0.001601
10818,0.001547
10819,0.001562
1082,0.998416
10820,0.998365
10821,0.998472
10822,0.001641
10823,0.001579
10824,0.000173
10825,0.998439
10826,0.998301
10827,0.001595
10828,0.001587
10829,0.973507
1083,0.996224
10830,0.001606
10831,0.973859
10832,0.998512
10833,0.001550
10834,0.001663
10835,0.001576
10836,0.029026
10837,0.001547
10838,0.998384
10839,0.001600
1084,0.001584
10840,0.001609
10841,0.001617
10842,0.001574
10843,0.001600
10844,0.998382
10845,0.973568
10846,0.001618
10847,0.496532
10848,0.998407
10849,0.028617
1085,0.001582
10850,0.000170
10851,0.998408
10852,0.998384
10853,0.998437
10854,0.974780
10855,0.998381
10856,0.000747
10857,0.998390
10858,0.998425
10859,0.998389
1086,0.998408
10860,0.001656
10861,0.974985
10862,0.000737
10863,0.998410
10864,0.029624
10865,0.001616
10866,0.998414
10867,0.001593
10868,0.001575
10869,0.974096
1087,0.974166
10870,0.001581
10871,0.001618
10872,0.974583
10873,0.000564
10874,0.001548
10875,0.998387
10876,0.974775
10877,0.000168
10878,0.001183
10879,0.998443
1088,0.001550
10880,0.001558
10881,0.998409
10882,0.974001
10883,0.995316
10884,0.000227
10885,0.001562
10886,0.001545
10887,0.001650
10888,0.998399
10889,0.001590
1089,0.998410
10890,0.001574
10891,0.028223
10892,0.974388
10893,0.001522
10894,0.001584
10895,0.998425
10896,0.974435
10897,0.998436
10898,0.998406
10899,0.998251
109,0.028179
1090,0.001599
10900,0.974334
10901,0.000302
10902,0.998398
10903,0.974160
10904,0.973767
10905,0.998427
10906,0.001593
10907,0.973897
10908,0.000317
10909,0.998444
1091,0.973714
10910,0.001571
10911,0.998414
10912,0.998426
10913,0.001559
10914,0.998389
10915,0.000268
10916,0.998383
10917,0.001587
10918,0.000214
10919,0.995549
1092,0.001591
10920,0.998434
10921,0.001646
10922,0.001567
10923,0.001600
10924,0.973802
10925,0.998313
10926,0.998274
10927,0.001617
10928,0.000203
10929,0.996013
1093,0.998420
10930,0.974044
10931,0.001571
10932,0.974120
10933,0.000348
10934,0.001615
10935,0.969424
10936,0.998381
10937,0.998473
10938,0.000168
10939,0.001584
1094,0.974898
10940,0.982829
10941,0.001588
10942,0.001629
10943,0.001572
10944,0.001606
10945,0.000175
10946,0.996825
10947,0.001636
10948,0.987506
10949,0.001607
1095,0.998361
10950,0.001583
10951,0.998362
10952,0.974177
10953,0.000462
10954,0.998451
10955,0.001582
10956,0.001602
10957,0.998379
10958,0.000190
10959,0.998327
1096,0.973620
10960,0.001563
10961,0.996618
10962,0.973334
10963,0.998432
10964,0.001334
10965,0.001587
10966,0.974150
10967,0.001601
10968,0.974618
10969,0.001555
1097,0.001599
10970,0.000178
10971,0.001583
10972,0.001583
10973,0.998393
10974,0.973928
10975,0.001615
10976,0.973836
10977,0.001616
10978,0.001566
10979,0.942621
1098,0.001575
10980,0.001605
10981,0.973338
10982,0.973344
10983,0.998435
10984,0.998373
10985,0.998392
10986,0.000459
10987,0.000170
10988,0.001595
10989,0.001578
1099,0.001600
10990,0.974323
10991,0.001613
10992,0.001612
10993,0.998388
10994,0.973850
10995,0.001548
10996,0.998400
10997,0.001603
10998,0.998420
10999,0.000169
11,0.001573
110,0.998408
1100,0.998383
11000,0.028757
11001,0.997545
11002,0.998427
11003,0.001576
11004,0.001586
11005,0.998424
11006,0.998403
11007,0.973766
11008,0.001510
11009,0.001551
1101,0.998376
11010,0.973250
11011,0.973421
11012,0.996133
11013,0.973922
11014,0.974344
11015,0.998423
11016,0.998366
11017,0.001607
11018,0.001612
11019,0.973161
1102,0.000171
11020,0.998357
11021,0.973621
11022,0.001607
11023,0.998362
11024,0.997235
11025,0.000622
11026,0.001615
11027,0.998392
11028,0.001558
11029,0.001557
1103,0.000215
11030,0.973879
11031,0.000702
11032,0.000185
11033,0.784905
11034,0.998397
11035,0.976336
11036,0.998410
11037,0.998412
11038,0.001591
11039,0.001608
1104,0.001620
11040,0.001586
11041,0.976110
11042,0.001328
11043,0.998415
11044,0.974230
11045,0.001502
11046,0.998380
11047,0.998219
11048,0.998384
11049,0.001555
1105,0.364422
11050,0.974420
11051,0.974010
11052,0.000172
11053,0.972738
11054,0.998387
11055,0.028528
11056,0.001561
11057,0.998401
11058,0.001613
11059,0.001574
1106,0.998434
11060,0.001596
11061,0.001636
11062,0.998407
11063,0.974185
11064,0.001573
11065,0.974722
11066,0.998477
11067,0.001562
11068,0.001551
11069,0.973713
1107,0.001624
11070,0.998453
11071,0.974127
11072,0.001555
11073,0.001596
11074,0.000176
11075,0.000176
11076,0.000182
11077,0.000549
11078,0.001638
11079,0.973464
1108,0.998446
11080,0.670982
11081,0.998412
11082,0.001591
11083,0.998371
11084,0.988441
11085,0.974601
11086,0.001591
11087,0.001550
11088,0.001609
11089,0.998320
1109,0.001573
11090,0.928305
11091,0.001581
11092,0.998406
11093,0.998409
11094,0.001624
11095,0.998361
11096,0.974267
11097,0.971543
11098,0.001559
11099,0.025904
111,0.998422
1110,0.001571
11100,0.998419
11101,0.998384
11102,0.001554
11103,0.001604
11104,0.998401
11105,0.028645
11106,0.001614
11107,0.973788
11108,0.001314
11109,0.001614
1111,0.000168
11110,0.001581
11111,0.998376
11112,0.998376
11113,0.027957
11114,0.934024
11115,0.001591
11116,0.973616
11117,0.998395
11118,0.001598
11119,0.001609
1112,0.000779
11120,0.001543
11121,0.028059
11122,0.001649
11123,0.998460
11124,0.000175
11125,0.973497
11126,0.998418
11127,0.001614
11128,0.981138
11129,0.001587
1113,0.001614
11130,0.001624
11131,0.001615
11132,0.973778
11133,0.974212
11134,0.974728
11135,0.001612
11136,0.001548
11137,0.001572
11138,0.998379
11139,0.998411
1114,0.998404
11140,0.998376
11141,0.998385
11142,0.001603
11143,0.998429
11144,0.001644
11145,0.975595
11146,0.994888
11147,0.975427
11148,0.998396
11149,0.998496
1115,0.975061
11150,0.000173
11151,0.974550
11152,0.551906
11153,0.974553
11154,0.998405
11155,0.974560
11156,0.001552
11157,0.998426
11158,0.001598
11159,0.998414
1116,0.973944
11160,0.001558
11161,0.001622
11162,0.000173
11163,0.001605
11164,0.983805
11165,0.973500
11166,0.001610
11167,0.001555
11168,0.001557
11169,0.998438
1117,0.001578
11170,0.974180
11171,0.001618
11172,0.000803
11173,0.998404
11174,0.998449
11175,0.998408
11176,0.973895
11177,0.001584
11178,0.998376
11179,0.000245
1118,0.001536
11180,0.972859
11181,0.998372
11182,0.974637
11183,0.000168
11184,0.001560
11185,0.000173
11186,0.001523
11187,0.001643
11188,0.975029
11189,0.998381
1119,0.001600
11190,0.001373
11191,0.998343
11192,0.001588
11193,0.032681
11194,0.998434
11195,0.973568
11196,0.001307
11197,0.000169
11198,0.001554
11199,0.001638
112,0.998405
1120,0.001557
11200,0.001595
11201,0.998412
11202,0.998404
11203,0.001547
11204,0.998422
11205,0.975047
11206,0.001600
11207,0.000192
11208,0.998393
11209,0.001595
1121,0.998420
11210,0.998368
11211,0.001636
11212,0.973496
11213,0.998387
11214,0.001608
11215,0.000165
11216,0.001541
11217,0.028011
11218,0.974208
11219,0.001614
1122,0.998468
11220,0.001619
11221,0.001596
11222,0.995812
11223,0.001599
11224,0.973223
11225,0.000309
11226,0.001605
11227,0.973796
11228,0.001554
11229,0.998414
1123,0.001624
11230,0.858938
11231,0.973092
11232,0.998237
11233,0.001560
11234,0.001620
11235,0.996528
11236,0.001599
11237,0.998406
11238,0.998391
11239,0.973874
1124,0.001624
11240,0.001640
11241,0.998427
11242,0.998090
11243,0.001604
11244,0.998362
11245,0.001630
11246,0.001578
11247,0.998425
11248,0.998395
11249,0.973323
1125,0.001614
11250,0.975530
11251,0.998356
11252,0.001377
11253,0.973945
11254,0.998454
11255,0.973626
11256,0.001293
11257,0.001592
11258,0.974142
11259,0.000317
1126,0.001624
11260,0.001594
11261,0.552915
11262,0.977066
11263,0.001610
11264,0.001604
11265,0.974572
11266,0.001588
11267,0.001528
11268,0.996248
11269,0.998372
1127,0.001564
11270,0.001639
11271,0.001648
11272,0.998395
11273,0.975159
11274,0.998390
11275,0.001614
11276,0.001612
11277,0.998437
11278,0.998356
11279,0.998449
1128,0.001601
11280,0.000170
11281,0.998444
11282,0.998392
11283,0.998447
11284,0.998318
11285,0.001591
11286,0.998435
11287,0.001569
11288,0.000688
11289,0.000616
1129,0.552356
11290,0.973853
11291,0.001618
11292,0.997757
11293,0.998396
11294,0.028539
11295,0.001590
11296,0.998380
11297,0.998394
11298,0.000217
11299,0.001569
113,0.998365
1130,0.998225
11300,0.998340
11301,0.001620
11302,0.998404
11303,0.039528
11304,0.998376
11305,0.998072
11306,0.975105
11307,0.998360
11308,0.998402
11309,0.991855
1131,0.998415
11310,0.998385
11311,0.998402
11312,0.998395
11313,0.000171
11314,0.998364
11315,0.001561
11316,0.998381
11317,0.001569
11318,0.001584
11319,0.998321
1132,0.001214
11320,0.998369
11321,0.973962
11322,0.473241
11323,0.001585
11324,0.001598
11325,0.001543
11326,0.987737
11327,0.998387
11328,0.000211
11329,0.998448
1133,0.000820
11330,0.001623
11331,0.998349
11332,0.998422
11333,0.973893
11334,0.998387
11335,0.973726
11336,0.001313
11337,0.973885
11338,0.001528
11339,0.973657
1134,0.001591
11340,0.998407
11341,0.998369
11342,0.001194
11343,0.973882
11344,0.998388
11345,0.000192
11346,0.998199
11347,0.998425
11348,0.998395
11349,0.998404
1135,0.001615
11350,0.000169
11351,0.001591
11352,0.998443
11353,0.000283
11354,0.001629
11355,0.000171
11356,0.998411
11357,0.974745
11358,0.998427
11359,0.001648
1136,0.998409
11360,0.998401
11361,0.001553
11362,0.001622
11363,0.998529
11364,0.001592
11365,0.001610
11366,0.998372
11367,0.000197
11368,0.001637
11369,0.001569
1137,0.001570
11370,0.993025
11371,0.998363
11372,0.001552
11373,0.000174
11374,0.001622
11375,0.001591
11376,0.001617
11377,0.001597
11378,0.998402
11379,0.998406
1138,0.001601
11380,0.998365
11381,0.001645
11382,0.998408
11383,0.998423
11384,0.001220
11385,0.998427
11386,0.998404
11387,0.825981
11388,0.001607
11389,0.001556
1139,0.538221
11390,0.001588
11391,0.990452
11392,0.001108
11393,0.001611
11394,0.998406
11395,0.974242
11396,0.001646
11397,0.001550
11398,0.988192
11399,0.998423
114,0.001579
1140,0.001523
11400,0.998375
11401,0.001474
11402,0.998363
11403,0.001568
11404,0.001057
11405,0.001617
11406,0.974619
11407,0.000805
11408,0.998398
11409,0.001596
1141,0.000243
11410,0.001609
11411,0.998396
11412,0.973444
11413,0.001591
11414,0.001639
11415,0.001574
11416,0.973834
11417,0.973079
11418,0.001571
11419,0.998342
1142,0.000232
11420,0.976267
11421,0.001606
11422,0.998427
11423,0.974755
11424,0.001562
11425,0.973828
11426,0.998392
11427,0.998400
11428,0.998401
11429,0.998421
1143,0.001565
11430,0.998377
11431,0.001618
11432,0.000204
11433,0.001627
11434,0.000786
11435,0.998416
11436,0.974226
11437,0.976026
11438,0.973651
11439,0.974441
1144,0.974552
11440,0.000359
11441,0.974374
11442,0.973835
11443,0.998387
11444,0.000512
11445,0.998420
11446,0.001598
11447,0.000169
11448,0.998401
11449,0.998419
1145,0.998436
11450,0.001640
11451,0.973948
11452,0.948814
11453,0.474300
11454,0.541988
11455,0.000214
11456,0.001554
11457,0.001602
11458,0.973646
11459,0.998422
1146,0.998397
11460,0.001590
11461,0.973668
11462,0.001608
11463,0.001592
11464,0.975399
11465,0.001567
11466,0.000167
11467,0.000175
11468,0.998377
11469,0.977934
1147,0.997283
11470,0.998377
11471,0.001537
11472,0.998407
11473,0.975304
11474,0.001551
11475,0.000312
11476,0.001592
11477,0.001596
11478,0.998374
11479,0.001610
1148,0.001621
11480,0.001608
11481,0.001595
11482,0.998478
11483,0.998395
11484,0.001580
11485,0.001639
11486,0.973880
11487,0.998426
11488,0.998406
11489,0.001617
1149,0.997359
11490,0.980277
11491,0.001587
11492,0.001622
11493,0.001608
11494,0.976397
11495,0.001595
11496,0.997459
11497,0.998423
11498,0.001612
11499,0.001569
115,0.001652
1150,0.000907
11500,0.001598
11501,0.001649
11502,0.998265
11503,0.973795
11504,0.001580
11505,0.000167
11506,0.998417
11507,0.974282
11508,0.001293
11509,0.001568
1151,0.998410
11510,0.974400
11511,0.001609
11512,0.973150
11513,0.997582
11514,0.973079
11515,0.998445
11516,0.998387
11517,0.001605
11518,0.000191
11519,0.998382
1152,0.001584
11520,0.974384
11521,0.974631
11522,0.975796
11523,0.001621
11524,0.001629
11525,0.001637
11526,0.998394
11527,0.998425
11528,0.001601
11529,0.001448
1153,0.001608
11530,0.998406
11531,0.000173
11532,0.001526
11533,0.998235
11534,0.001641
11535,0.998431
11536,0.998408
11537,0.001540
11538,0.000202
11539,0.998437
1154,0.998382
11540,0.001580
11541,0.998381
11542,0.998271
11543,0.001593
11544,0.001577
11545,0.001601
11546,0.001613
11547,0.001521
11548,0.998396
11549,0.001564
1155,0.030261
11550,0.998384
11551,0.001563
11552,0.998412
11553,0.998394
11554,0.974900
11555,0.991202
11556,0.001603
11557,0.001075
11558,0.028192
11559,0.001610
1156,0.001561
11560,0.000176
11561,0.974514
11562,0.998426
11563,0.001592
11564,0.001607
11565,0.001579
11566,0.001596
11567,0.998361
11568,0.001543
11569,0.998043
1157,0.974057
11570,0.001596
11571,0.974620
11572,0.001589
11573,0.001619
