,Lang,Name
126,Arabic,Arian
127,Arabic,Kouri
128,Arabic,Deeb
129,Arabic,Toma
130,Arabic,Halabi
131,Arabic,Nazari
132,Arabic,Saliba
133,Arabic,Fakhoury
134,Arabic,Hadad
135,Arabic,Baba
136,Arabic,Mansour
137,Arabic,Sayegh
138,Arabic,Antar
139,Arabic,Deeb
140,Arabic,Morcos
141,Arabic,Shalhoub
142,Arabic,Sarraf
143,Arabic,Amari
144,Arabic,Wasem
145,Arabic,Ganim
146,Arabic,Tuma
147,Arabic,Fakhoury
148,Arabic,Hadad
149,Arabic,Hakimi
150,Arabic,Nader
151,Arabic,Said
152,Arabic,Ganim
153,Arabic,Daher
154,Arabic,Ganem
155,Arabic,Tuma
156,Arabic,Boutros
157,Arabic,Aswad
158,Arabic,Sarkis
159,Arabic,Daher
160,Arabic,Toma
161,Arabic,Boutros
162,Arabic,Kanaan
163,Arabic,Antar
164,Arabic,Gerges
165,Arabic,Kouri
166,Arabic,Maroun
167,Arabic,Wasem
168,Arabic,Dagher
169,Arabic,Naifeh
170,Arabic,Bishara
171,Arabic,Ba
172,Arabic,Cham
173,Arabic,Kalb
174,Arabic,Bazzi
175,Arabic,Bitar
176,Arabic,Hadad
177,Arabic,Moghadam
178,Arabic,Sleiman
179,Arabic,Shamoun
180,Arabic,Antar
181,Arabic,Atiyeh
182,Arabic,Koury
183,Arabic,Nahas
184,Arabic,Kouri
185,Arabic,Maroun
186,Arabic,Nassar
187,Arabic,Sayegh
188,Arabic,Haik
189,Arabic,Ghanem
190,Arabic,Sayegh
191,Arabic,Salib
192,Arabic,Cham
193,Arabic,Bata
194,Arabic,Touma
195,Arabic,Antoun
196,Arabic,Antar
197,Arabic,Bata
198,Arabic,Botros
199,Arabic,Shammas
200,Arabic,Ganim
201,Arabic,Sleiman
202,Arabic,Seif
203,Arabic,Moghadam
204,Arabic,Ba
205,Arabic,Tannous
206,Arabic,Bazzi
207,Arabic,Seif
208,Arabic,Salib
209,Arabic,Hadad
210,Arabic,Quraishi
211,Arabic,Halabi
212,Arabic,Essa
213,Arabic,Bahar
214,Arabic,Kattan
215,Arabic,Boutros
216,Arabic,Nahas
217,Arabic,Sabbagh
218,Arabic,Kanaan
219,Arabic,Sayegh
220,Arabic,Said
221,Arabic,Botros
222,Arabic,Najjar
223,Arabic,Toma
224,Arabic,Bata
225,Arabic,Atiyeh
226,Arabic,Halabi
227,Arabic,Tannous
228,Arabic,Kouri
229,Arabic,Shamoon
230,Arabic,Kassis
231,Arabic,Haddad
232,Arabic,Tuma
233,Arabic,Mansour
234,Arabic,Antar
235,Arabic,Kassis
236,Arabic,Kalb
237,Arabic,Basara
238,Arabic,Rahal
239,Arabic,Mansour
240,Arabic,Handal
241,Arabic,Morcos
242,Arabic,Fakhoury
243,Arabic,Hadad
244,Arabic,Morcos
245,Arabic,Kouri
246,Arabic,Quraishi
247,Arabic,Almasi
248,Arabic,Awad
249,Arabic,Naifeh
250,Arabic,Koury
251,Arabic,Asker
252,Arabic,Maroun
253,Arabic,Fakhoury
254,Arabic,Sabbag
255,Arabic,Sarraf
256,Arabic,Shamon
257,Arabic,Assaf
258,Arabic,Boutros
259,Arabic,Malouf
260,Arabic,Nassar
261,Arabic,Qureshi
262,Arabic,Ghanem
263,Arabic,Srour
264,Arabic,Almasi
265,Arabic,Qureshi
266,Arabic,Ghannam
267,Arabic,Mustafa
268,Arabic,Najjar
269,Arabic,Kassab
270,Arabic,Shadid
271,Arabic,Shamoon
272,Arabic,Morcos
273,Arabic,Atiyeh
274,Arabic,Isa
275,Arabic,Ba
276,Arabic,Baz
277,Arabic,Asker
278,Arabic,Seif
279,Arabic,Asghar
280,Arabic,Hajjar
281,Arabic,Deeb
282,Arabic,Essa
283,Arabic,Qureshi
284,Arabic,Abboud
285,Arabic,Ganem
286,Arabic,Haddad
287,Arabic,Koury
288,Arabic,Nassar
289,Arabic,Abadi
290,Arabic,Toma
291,Arabic,Tannous
292,Arabic,Harb
293,Arabic,Issa
294,Arabic,Khouri
295,Arabic,Mifsud
296,Arabic,Kalb
297,Arabic,Gaber
298,Arabic,Ganim
299,Arabic,Boulos
300,Arabic,Samaha
301,Arabic,Haddad
302,Arabic,Sabbag
303,Arabic,Wasem
304,Arabic,Dagher
305,Arabic,Rahal
306,Arabic,Atiyeh
307,Arabic,Antar
308,Arabic,Asghar
309,Arabic,Mansour
310,Arabic,Awad
311,Arabic,Boulos
312,Arabic,Sarraf
313,Arabic,Deeb
314,Arabic,Abadi
315,Arabic,Nazari
316,Arabic,Daher
317,Arabic,Gerges
318,Arabic,Shamoon
319,Arabic,Gaber
320,Arabic,Amari
321,Arabic,Sarraf
322,Arabic,Nazari
323,Arabic,Saliba
324,Arabic,Naifeh
325,Arabic,Nazari
326,Arabic,Hakimi
327,Arabic,Shamon
328,Arabic,Abboud
329,Arabic,Quraishi
330,Arabic,Tahan
331,Arabic,Safar
332,Arabic,Hajjar
333,Arabic,Srour
334,Arabic,Gaber
335,Arabic,Shalhoub
336,Arabic,Attia
337,Arabic,Safar
338,Arabic,Said
339,Arabic,Ganem
340,Arabic,Nader
341,Arabic,Asghar
342,Arabic,Mustafa
343,Arabic,Said
344,Arabic,Antar
345,Arabic,Botros
346,Arabic,Nader
347,Arabic,Ghannam
348,Arabic,Asfour
349,Arabic,Tahan
350,Arabic,Mansour
351,Arabic,Attia
352,Arabic,Touma
353,Arabic,Najjar
354,Arabic,Kassis
355,Arabic,Abboud
356,Arabic,Bishara
357,Arabic,Bazzi
358,Arabic,Shalhoub
359,Arabic,Shalhoub
360,Arabic,Safar
361,Arabic,Khoury
362,Arabic,Nazari
363,Arabic,Sabbag
364,Arabic,Sleiman
365,Arabic,Atiyeh
366,Arabic,Kouri
367,Arabic,Bitar
368,Arabic,Zogby
369,Arabic,Ghanem
370,Arabic,Assaf
371,Arabic,Abadi
372,Arabic,Arian
373,Arabic,Shalhoub
374,Arabic,Khoury
375,Arabic,Morcos
376,Arabic,Shamon
377,Arabic,Wasem
378,Arabic,Abadi
379,Arabic,Antoun
380,Arabic,Baz
381,Arabic,Naser
382,Arabic,Assaf
383,Arabic,Saliba
384,Arabic,Nader
385,Arabic,Mikhail
386,Arabic,Naser
387,Arabic,Daher
388,Arabic,Morcos
389,Arabic,Awad
390,Arabic,Nahas
391,Arabic,Sarkis
392,Arabic,Malouf
393,Arabic,Mustafa
394,Arabic,Fakhoury
395,Arabic,Ghannam
396,Arabic,Shadid
397,Arabic,Gaber
398,Arabic,Koury
399,Arabic,Atiyeh
400,Arabic,Shamon
401,Arabic,Boutros
402,Arabic,Sarraf
403,Arabic,Arian
404,Arabic,Fakhoury
405,Arabic,Abadi
406,Arabic,Kassab
407,Arabic,Nahas
408,Arabic,Quraishi
409,Arabic,Mansour
410,Arabic,Samaha
411,Arabic,Wasem
412,Arabic,Seif
413,Arabic,Fakhoury
414,Arabic,Saliba
415,Arabic,Cham
416,Arabic,Bahar
417,Arabic,Shamoun
418,Arabic,Essa
419,Arabic,Shamon
420,Arabic,Asfour
421,Arabic,Bitar
422,Arabic,Cham
423,Arabic,Tahan
424,Arabic,Tannous
425,Arabic,Daher
426,Arabic,Khoury
427,Arabic,Shamon
428,Arabic,Bahar
429,Arabic,Quraishi
430,Arabic,Ghannam
431,Arabic,Kassab
432,Arabic,Zogby
433,Arabic,Basara
434,Arabic,Shammas
435,Arabic,Arian
436,Arabic,Sayegh
437,Arabic,Naifeh
438,Arabic,Mifsud
439,Arabic,Sleiman
440,Arabic,Arian
441,Arabic,Kassis
442,Arabic,Shamoun
443,Arabic,Kassis
444,Arabic,Harb
445,Arabic,Mustafa
446,Arabic,Boulos
447,Arabic,Asghar
448,Arabic,Shamon
449,Arabic,Kanaan
450,Arabic,Atiyeh
451,Arabic,Kassab
452,Arabic,Tahan
453,Arabic,Bazzi
454,Arabic,Kassis
455,Arabic,Qureshi
456,Arabic,Basara
457,Arabic,Shalhoub
458,Arabic,Sayegh
459,Arabic,Haik
460,Arabic,Attia
461,Arabic,Maroun
462,Arabic,Kassis
463,Arabic,Sarkis
464,Arabic,Harb
465,Arabic,Assaf
466,Arabic,Kattan
467,Arabic,Antar
468,Arabic,Sleiman
469,Arabic,Touma
470,Arabic,Sarraf
471,Arabic,Bazzi
472,Arabic,Boulos
473,Arabic,Baz
474,Arabic,Issa
475,Arabic,Shamon
476,Arabic,Shadid
477,Arabic,Deeb
478,Arabic,Sabbag
479,Arabic,Wasem
480,Arabic,Awad
481,Arabic,Mansour
482,Arabic,Saliba
483,Arabic,Fakhoury
484,Arabic,Arian
485,Arabic,Bishara
486,Arabic,Dagher
487,Arabic,Bishara
488,Arabic,Koury
489,Arabic,Fakhoury
490,Arabic,Naser
491,Arabic,Nader
492,Arabic,Antar
493,Arabic,Gerges
494,Arabic,Handal
495,Arabic,Hanania
496,Arabic,Shadid
497,Arabic,Gerges
498,Arabic,Kassis
499,Arabic,Essa
500,Arabic,Assaf
501,Arabic,Shadid
502,Arabic,Seif
503,Arabic,Shalhoub
504,Arabic,Shamoun
505,Arabic,Hajjar
506,Arabic,Baba
507,Arabic,Sayegh
508,Arabic,Mustafa
509,Arabic,Sabbagh
510,Arabic,Isa
511,Arabic,Najjar
512,Arabic,Tannous
513,Arabic,Hanania
514,Arabic,Ganem
515,Arabic,Gerges
516,Arabic,Fakhoury
517,Arabic,Mifsud
518,Arabic,Nahas
519,Arabic,Bishara
520,Arabic,Bishara
521,Arabic,Abadi
522,Arabic,Sarkis
523,Arabic,Masih
524,Arabic,Isa
525,Arabic,Attia
526,Arabic,Kalb
527,Arabic,Essa
528,Arabic,Boulos
529,Arabic,Basara
530,Arabic,Halabi
531,Arabic,Halabi
532,Arabic,Dagher
533,Arabic,Attia
534,Arabic,Kassis
535,Arabic,Tuma
536,Arabic,Gerges
537,Arabic,Ghannam
538,Arabic,Toma
539,Arabic,Baz
540,Arabic,Asghar
541,Arabic,Zogby
542,Arabic,Aswad
543,Arabic,Hadad
544,Arabic,Dagher
545,Arabic,Naser
546,Arabic,Shadid
547,Arabic,Atiyeh
548,Arabic,Zogby
549,Arabic,Abboud
550,Arabic,Tannous
551,Arabic,Khouri
552,Arabic,Atiyeh
553,Arabic,Ganem
554,Arabic,Maalouf
555,Arabic,Isa
556,Arabic,Maroun
557,Arabic,Issa
558,Arabic,Khouri
559,Arabic,Harb
560,Arabic,Nader
561,Arabic,Awad
562,Arabic,Nahas
563,Arabic,Said
564,Arabic,Baba
565,Arabic,Totah
566,Arabic,Ganim
567,Arabic,Handal
568,Arabic,Mansour
569,Arabic,Basara
570,Arabic,Malouf
571,Arabic,Said
572,Arabic,Botros
573,Arabic,Samaha
574,Arabic,Safar
575,Arabic,Tahan
576,Arabic,Botros
577,Arabic,Shamoun
578,Arabic,Handal
579,Arabic,Sarraf
580,Arabic,Malouf
581,Arabic,Bishara
582,Arabic,Aswad
583,Arabic,Khouri
584,Arabic,Baz
585,Arabic,Asker
586,Arabic,Toma
587,Arabic,Koury
588,Arabic,Gerges
589,Arabic,Bishara
590,Arabic,Boulos
591,Arabic,Najjar
592,Arabic,Aswad
593,Arabic,Shamon
594,Arabic,Kouri
595,Arabic,Srour
596,Arabic,Assaf
597,Arabic,Tannous
598,Arabic,Attia
599,Arabic,Mustafa
600,Arabic,Kattan
601,Arabic,Asghar
602,Arabic,Amari
603,Arabic,Shadid
604,Arabic,Said
605,Arabic,Bazzi
606,Arabic,Masih
607,Arabic,Antar
608,Arabic,Fakhoury
609,Arabic,Shadid
610,Arabic,Masih
611,Arabic,Handal
612,Arabic,Sarraf
613,Arabic,Kassis
614,Arabic,Salib
615,Arabic,Hajjar
616,Arabic,Totah
617,Arabic,Koury
618,Arabic,Totah
619,Arabic,Mustafa
620,Arabic,Sabbagh
621,Arabic,Moghadam
622,Arabic,Toma
623,Arabic,Srour
624,Arabic,Almasi
625,Arabic,Totah
626,Arabic,Maroun
627,Arabic,Kattan
628,Arabic,Naifeh
629,Arabic,Sarkis
630,Arabic,Mikhail
631,Arabic,Nazari
632,Arabic,Boutros
633,Arabic,Guirguis
634,Arabic,Gaber
635,Arabic,Kassis
636,Arabic,Masih
637,Arabic,Hanania
638,Arabic,Maloof
639,Arabic,Quraishi
640,Arabic,Cham
641,Arabic,Hadad
642,Arabic,Tahan
643,Arabic,Bitar
644,Arabic,Arian
645,Arabic,Gaber
646,Arabic,Baz
647,Arabic,Mansour
648,Arabic,Kalb
649,Arabic,Sarkis
650,Arabic,Attia
651,Arabic,Antar
652,Arabic,Asfour
653,Arabic,Said
654,Arabic,Essa
655,Arabic,Koury
656,Arabic,Hadad
657,Arabic,Tuma
658,Arabic,Moghadam
659,Arabic,Sabbagh
660,Arabic,Amari
661,Arabic,Dagher
662,Arabic,Srour
663,Arabic,Antoun
664,Arabic,Sleiman
665,Arabic,Maroun
666,Arabic,Tuma
667,Arabic,Nahas
668,Arabic,Hanania
669,Arabic,Sayegh
670,Arabic,Amari
671,Arabic,Sabbagh
672,Arabic,Said
673,Arabic,Cham
674,Arabic,Asker
675,Arabic,Nassar
676,Arabic,Bitar
677,Arabic,Said
678,Arabic,Dagher
679,Arabic,Safar
680,Arabic,Khouri
681,Arabic,Totah
682,Arabic,Khoury
683,Arabic,Salib
684,Arabic,Basara
685,Arabic,Abboud
686,Arabic,Baz
687,Arabic,Isa
688,Arabic,Cham
689,Arabic,Amari
690,Arabic,Mifsud
691,Arabic,Hadad
692,Arabic,Rahal
693,Arabic,Khoury
694,Arabic,Bazzi
695,Arabic,Basara
696,Arabic,Totah
697,Arabic,Ghannam
698,Arabic,Koury
699,Arabic,Malouf
700,Arabic,Zogby
701,Arabic,Zogby
702,Arabic,Boutros
703,Arabic,Nassar
704,Arabic,Handal
705,Arabic,Hajjar
706,Arabic,Maloof
707,Arabic,Abadi
708,Arabic,Maroun
709,Arabic,Mifsud
710,Arabic,Kalb
711,Arabic,Amari
712,Arabic,Hakimi
713,Arabic,Boutros
714,Arabic,Masih
715,Arabic,Kattan
716,Arabic,Haddad
717,Arabic,Arian
718,Arabic,Nazari
719,Arabic,Assaf
720,Arabic,Attia
721,Arabic,Wasem
722,Arabic,Gerges
723,Arabic,Asker
724,Arabic,Tahan
725,Arabic,Fakhoury
726,Arabic,Shadid
727,Arabic,Sarraf
728,Arabic,Attia
729,Arabic,Naifeh
730,Arabic,Aswad
731,Arabic,Deeb
732,Arabic,Tannous
733,Arabic,Totah
734,Arabic,Cham
735,Arabic,Baba
736,Arabic,Najjar
737,Arabic,Hajjar
738,Arabic,Shamoon
739,Arabic,Handal
740,Arabic,Awad
741,Arabic,Guirguis
742,Arabic,Awad
743,Arabic,Ganem
744,Arabic,Naifeh
745,Arabic,Khoury
746,Arabic,Hajjar
747,Arabic,Moghadam
748,Arabic,Mikhail
749,Arabic,Ghannam
750,Arabic,Guirguis
751,Arabic,Tannous
752,Arabic,Kanaan
753,Arabic,Handal
754,Arabic,Khoury
755,Arabic,Kalb
756,Arabic,Qureshi
757,Arabic,Najjar
758,Arabic,Atiyeh
759,Arabic,Gerges
760,Arabic,Nassar
761,Arabic,Tahan
762,Arabic,Hadad
763,Arabic,Fakhoury
764,Arabic,Salib
765,Arabic,Wasem
766,Arabic,Bitar
767,Arabic,Fakhoury
768,Arabic,Attia
769,Arabic,Awad
770,Arabic,Totah
771,Arabic,Deeb
772,Arabic,Touma
773,Arabic,Botros
774,Arabic,Nazari
775,Arabic,Nahas
776,Arabic,Kouri
777,Arabic,Ghannam
778,Arabic,Assaf
779,Arabic,Asfour
780,Arabic,Sarraf
781,Arabic,Naifeh
782,Arabic,Toma
783,Arabic,Asghar
784,Arabic,Abboud
785,Arabic,Issa
786,Arabic,Sabbag
787,Arabic,Sabbagh
788,Arabic,Isa
789,Arabic,Koury
790,Arabic,Kattan
791,Arabic,Shamoon
792,Arabic,Rahal
793,Arabic,Kalb
794,Arabic,Naser
795,Arabic,Masih
796,Arabic,Sayegh
797,Arabic,Dagher
798,Arabic,Asker
799,Arabic,Maroun
800,Arabic,Dagher
801,Arabic,Sleiman
802,Arabic,Botros
803,Arabic,Sleiman
804,Arabic,Harb
805,Arabic,Tahan
806,Arabic,Tuma
807,Arabic,Said
808,Arabic,Hadad
809,Arabic,Samaha
810,Arabic,Harb
811,Arabic,Cham
812,Arabic,Atiyeh
813,Arabic,Haik
814,Arabic,Malouf
815,Arabic,Bazzi
816,Arabic,Harb
817,Arabic,Malouf
818,Arabic,Ghanem
819,Arabic,Cham
820,Arabic,Asghar
821,Arabic,Samaha
822,Arabic,Khouri
823,Arabic,Nassar
824,Arabic,Rahal
825,Arabic,Baz
826,Arabic,Kalb
827,Arabic,Rahal
828,Arabic,Gerges
829,Arabic,Cham
830,Arabic,Sayegh
831,Arabic,Shadid
832,Arabic,Morcos
833,Arabic,Shamoon
834,Arabic,Hakimi
835,Arabic,Shamoon
836,Arabic,Qureshi
837,Arabic,Ganim
838,Arabic,Shadid
839,Arabic,Khoury
840,Arabic,Boutros
841,Arabic,Hanania
842,Arabic,Antoun
843,Arabic,Naifeh
844,Arabic,Deeb
845,Arabic,Samaha
846,Arabic,Awad
847,Arabic,Asghar
848,Arabic,Awad
849,Arabic,Saliba
850,Arabic,Shamoun
851,Arabic,Mikhail
852,Arabic,Hakimi
853,Arabic,Mikhail
854,Arabic,Cham
855,Arabic,Halabi
856,Arabic,Sarkis
857,Arabic,Kattan
858,Arabic,Nazari
859,Arabic,Safar
860,Arabic,Morcos
861,Arabic,Khoury
862,Arabic,Essa
863,Arabic,Nassar
864,Arabic,Haik
865,Arabic,Shadid
866,Arabic,Fakhoury
867,Arabic,Najjar
868,Arabic,Arian
869,Arabic,Botros
870,Arabic,Daher
871,Arabic,Saliba
872,Arabic,Saliba
873,Arabic,Kattan
874,Arabic,Hajjar
875,Arabic,Nader
876,Arabic,Daher
877,Arabic,Nassar
878,Arabic,Maroun
879,Arabic,Harb
880,Arabic,Nassar
881,Arabic,Antar
882,Arabic,Shammas
883,Arabic,Toma
884,Arabic,Antar
885,Arabic,Koury
886,Arabic,Nader
887,Arabic,Botros
888,Arabic,Bahar
889,Arabic,Najjar
890,Arabic,Maloof
891,Arabic,Salib
892,Arabic,Malouf
893,Arabic,Mansour
894,Arabic,Bazzi
895,Arabic,Atiyeh
896,Arabic,Kanaan
897,Arabic,Bishara
898,Arabic,Hakimi
899,Arabic,Saliba
900,Arabic,Tuma
901,Arabic,Mifsud
902,Arabic,Hakimi
903,Arabic,Assaf
904,Arabic,Nassar
905,Arabic,Sarkis
906,Arabic,Bitar
907,Arabic,Isa
908,Arabic,Halabi
909,Arabic,Shamon
910,Arabic,Qureshi
911,Arabic,Bishara
912,Arabic,Maalouf
913,Arabic,Srour
914,Arabic,Boulos
915,Arabic,Safar
916,Arabic,Shamoun
917,Arabic,Ganim
918,Arabic,Abadi
919,Arabic,Koury
920,Arabic,Shadid
921,Arabic,Zogby
922,Arabic,Boutros
923,Arabic,Shadid
924,Arabic,Hakimi
925,Arabic,Bazzi
926,Arabic,Isa
927,Arabic,Totah
928,Arabic,Salib
929,Arabic,Shamoon
930,Arabic,Gaber
931,Arabic,Antar
932,Arabic,Antar
933,Arabic,Najjar
934,Arabic,Fakhoury
935,Arabic,Malouf
936,Arabic,Salib
937,Arabic,Rahal
938,Arabic,Boulos
939,Arabic,Attia
940,Arabic,Said
941,Arabic,Kassis
942,Arabic,Bahar
943,Arabic,Bazzi
944,Arabic,Srour
945,Arabic,Antar
946,Arabic,Nahas
947,Arabic,Kassis
948,Arabic,Samaha
949,Arabic,Quraishi
950,Arabic,Asghar
951,Arabic,Asker
952,Arabic,Antar
953,Arabic,Totah
954,Arabic,Haddad
955,Arabic,Maloof
956,Arabic,Kouri
957,Arabic,Basara
958,Arabic,Bata
959,Arabic,Antar
960,Arabic,Shammas
961,Arabic,Arian
962,Arabic,Gerges
963,Arabic,Seif
964,Arabic,Almasi
965,Arabic,Tuma
966,Arabic,Shamoon
967,Arabic,Khoury
968,Arabic,Hakimi
969,Arabic,Abboud
970,Arabic,Baz
971,Arabic,Seif
972,Arabic,Issa
973,Arabic,Nazari
974,Arabic,Harb
975,Arabic,Shammas
976,Arabic,Amari
977,Arabic,Totah
978,Arabic,Malouf
979,Arabic,Sarkis
980,Arabic,Naser
981,Arabic,Zogby
982,Arabic,Handal
983,Arabic,Naifeh
984,Arabic,Cham
985,Arabic,Hadad
986,Arabic,Gerges
987,Arabic,Kalb
988,Arabic,Shalhoub
989,Arabic,Saliba
990,Arabic,Tannous
991,Arabic,Tahan
992,Arabic,Tannous
993,Arabic,Kassis
994,Arabic,Shadid
995,Arabic,Sabbag
996,Arabic,Tahan
997,Arabic,Abboud
998,Arabic,Nahas
999,Arabic,Shamoun
1000,Arabic,Dagher
1001,Arabic,Botros
1002,Arabic,Amari
1003,Arabic,Maalouf
1004,Arabic,Awad
1005,Arabic,Gerges
1006,Arabic,Shamoon
1007,Arabic,Haddad
1008,Arabic,Salib
1009,Arabic,Attia
1010,Arabic,Kassis
1011,Arabic,Sleiman
1012,Arabic,Maloof
1013,Arabic,Maroun
1014,Arabic,Koury
1015,Arabic,Asghar
1016,Arabic,Kalb
1017,Arabic,Asghar
1018,Arabic,Touma
1019,Arabic,Ganim
1020,Arabic,Rahal
1021,Arabic,Haddad
1022,Arabic,Zogby
1023,Arabic,Mansour
1024,Arabic,Guirguis
1025,Arabic,Touma
1026,Arabic,Maroun
1027,Arabic,Tannous
1028,Arabic,Hakimi
1029,Arabic,Baba
1030,Arabic,Toma
1031,Arabic,Botros
1032,Arabic,Sarraf
1033,Arabic,Koury
1034,Arabic,Sarraf
1035,Arabic,Nassar
1036,Arabic,Boutros
1037,Arabic,Guirguis
1038,Arabic,Qureshi
1039,Arabic,Aswad
1040,Arabic,Basara
1041,Arabic,Toma
1042,Arabic,Tuma
1043,Arabic,Mansour
1044,Arabic,Ba
1045,Arabic,Naifeh
1046,Arabic,Mikhail
1047,Arabic,Amari
1048,Arabic,Shamon
1049,Arabic,Malouf
1050,Arabic,Boutros
1051,Arabic,Hakimi
1052,Arabic,Srour
1053,Arabic,Morcos
1054,Arabic,Halabi
1055,Arabic,Bazzi
1056,Arabic,Abadi
1057,Arabic,Shamoun
1058,Arabic,Haddad
1059,Arabic,Baz
1060,Arabic,Baba
1061,Arabic,Hadad
1062,Arabic,Saliba
1063,Arabic,Haddad
1064,Arabic,Maalouf
1065,Arabic,Bitar
1066,Arabic,Shammas
1067,Arabic,Totah
1068,Arabic,Said
1069,Arabic,Najjar
1070,Arabic,Mikhail
1071,Arabic,Samaha
1072,Arabic,Boulos
1073,Arabic,Kalb
1074,Arabic,Shamon
1075,Arabic,Shamoun
1076,Arabic,Seif
1077,Arabic,Touma
1078,Arabic,Hajjar
1079,Arabic,Hadad
1080,Arabic,Atiyeh
1081,Arabic,Totah
1082,Arabic,Mansour
1083,Arabic,Nazari
1084,Arabic,Quraishi
1085,Arabic,Ba
1086,Arabic,Sarkis
1087,Arabic,Gerges
1088,Arabic,Shalhoub
1089,Arabic,Nazari
1090,Arabic,Issa
1091,Arabic,Salib
1092,Arabic,Shalhoub
1093,Arabic,Nassar
1094,Arabic,Guirguis
1095,Arabic,Daher
1096,Arabic,Hakimi
1097,Arabic,Attia
1098,Arabic,Cham
1099,Arabic,Isa
1100,Arabic,Hakimi
1101,Arabic,Amari
1102,Arabic,Boutros
1103,Arabic,Sarraf
1104,Arabic,Antoun
1105,Arabic,Botros
1106,Arabic,Haddad
1107,Arabic,Tahan
1108,Arabic,Bishara
1109,Arabic,Shalhoub
1110,Arabic,Safar
1111,Arabic,Haik
1112,Arabic,Tahan
1113,Arabic,Seif
1114,Arabic,Awad
1115,Arabic,Antoun
1116,Arabic,Atiyeh
1117,Arabic,Samaha
1118,Arabic,Assaf
1119,Arabic,Guirguis
1120,Arabic,Hadad
1121,Arabic,Sayegh
1122,Arabic,Khouri
1123,Arabic,Asghar
1124,Arabic,Tannous
1125,Arabic,Maalouf
1126,Arabic,Khouri
1127,Arabic,Hajjar
1128,Arabic,Abadi
1129,Arabic,Ghanem
1130,Arabic,Salib
1131,Arabic,Botros
1132,Arabic,Bitar
1133,Arabic,Bishara
1134,Arabic,Quraishi
1135,Arabic,Boutros
1136,Arabic,Aswad
1137,Arabic,Srour
1138,Arabic,Shamon
1139,Arabic,Abboud
1140,Arabic,Almasi
1141,Arabic,Baba
1142,Arabic,Tahan
1143,Arabic,Essa
1144,Arabic,Sabbag
1145,Arabic,Issa
1146,Arabic,Abadi
1147,Arabic,Abboud
1148,Arabic,Bazzi
1149,Arabic,Nader
1150,Arabic,Bahar
1151,Arabic,Ghannam
1152,Arabic,Asghar
1153,Arabic,Gaber
